timestamp,split,C_out_status,Temp_C,C_in_gNm3,C_in_mgNm3,Q_Nm3h,dust_load_kg_h,U1_kV,U2_kV,U3_kV,U4_kV,U_mean_kV,U_sum_kV,U_sq_sum_kV2,U_front_back_gradient_kV,T1_s,T2_s,T3_s,T4_s,T_mean_s,T_min_s,T_max_s,T_std_s,rapping_rate1_per_min,rapping_rate2_per_min,rapping_rate3_per_min,rapping_rate4_per_min,rapping_rate_total_per_min,cycle_dust_load_proxy1_kg,cycle_dust_load_proxy2_kg,cycle_dust_load_proxy3_kg,cycle_dust_load_proxy4_kg,cycle_dust_load_proxy_max_kg,C_out_mgNm3,C_out_status_code,C_out_missing_flag,C_out_exact_flag,C_out_cap50_flag,penetration_recorded_or_lower_bound,efficiency_recorded_or_upper_bound,removal_index_recorded_or_upper_bound,removal_index_is_upper_bound_flag,required_efficiency_10mg,required_efficiency_5mg,required_removal_index_10mg,required_removal_index_5mg,required_index_increment_5_vs_10,removal_index_gap_to_10_lower_bound,removal_index_gap_to_5_lower_bound,P_total_kW,specific_energy_kWh_per_1000Nm3,minute_index,day_index,hour,hour_sin,hour_cos,condition_cluster,predictor_outside_train_support_count,predictor_outside_train_support_any_flag,Temp_C_outside_train_range_flag,C_in_gNm3_outside_train_range_flag,Q_Nm3h_outside_train_range_flag,U1_kV_outside_train_range_flag,U2_kV_outside_train_range_flag,U3_kV_outside_train_range_flag,U4_kV_outside_train_range_flag,T1_s_outside_train_range_flag,T2_s_outside_train_range_flag,T3_s_outside_train_range_flag,T4_s_outside_train_range_flag,P_total_kW_outside_train_range_flag
2024-05-01 00:10:00,train,right_censored_at_50,125.5,34.02,34020,457144,15552.03888,55,52.2,46.3,45.2,49.675,198.7,9936.57,15.7,200,216,402,387,301.25,200,402,93.5718306971,0.3,0.277777777778,0.149253731343,0.15503875969,0.882070268811,864.00216,933.1223328,1736.6443416,1671.8441796,1736.6443416,50,2,0,0,1,0.00146972369195,0.998530276308,6.52268086052,1,0.999706055262,0.999853027631,8.13211877296,8.82526595352,0.69314718056,1.60943791243,2.30258509299,1705.5,3.73077192307,10,1,0.166666666667,0.0436193873653,0.999048221582,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-01 00:11:00,train,exact,127.7,34.03,34030,451607,15368.18621,58.9,54.5,49.4,46.1,52.225,208.9,11005.03,17.9,229,200,398,402,307.25,200,402,93.3257065336,0.262008733624,0.3,0.150753768844,0.149253731343,0.862016233812,977.587400581,853.788122778,1699.03836433,1716.11412678,1716.11412678,49.96,1,0,1,0,0.00146811636791,0.998531883632,6.52377508224,0,0.99970614164,0.99985307082,8.1324126745,8.82555985506,0.69314718056,1.60863759226,2.30178477282,1787,3.95698029481,11,1,0.183333333333,0.0479781285213,0.998848386485,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-01 00:12:00,train,right_censored_at_50,124.9,35.81,35810,441120,15796.5072,55.5,57.1,49.5,47.2,52.325,209.3,11018.75,15.9,190,200,383,393,291.5,190,393,96.6294468576,0.315789473684,0.3,0.156657963446,0.152671755725,0.925119192856,833.704546667,877.583733333,1680.57284933,1724.452036,1724.452036,50,2,0,0,1,0.00139625802848,0.998603741972,6.57395945756,1,0.999720748394,0.999860374197,8.18339737,8.87654455056,0.69314718056,1.60943791243,2.30258509299,1840.9,4.17324084149,12,1,0.2,0.0523359562429,0.998629534755,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-01 00:13:00,train,right_censored_at_50,126.6,30.44,30440,453005,13789.4722,61.8,60,42.7,47.9,53.1,212.4,11536.94,31.2,226,215,393,401,308.75,215,401,88.3809227153,0.265486725664,0.279069767442,0.152671755725,0.149625935162,0.846854183993,865.672421444,823.537923056,1505.35071517,1535.99398672,1535.99398672,50,2,0,0,1,0.00164257555848,0.998357424442,6.41148980655,1,0.999671484888,0.999835742444,8.02092771898,8.71407489954,0.69314718056,1.60943791243,2.30258509299,1808.6,3.99245041445,13,1,0.216666666667,0.0566927875634,0.998391670557,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-01 00:14:00,train,exact,125.5,30.93,30930,460007,14228.01651,56.2,56.8,47.8,46.4,51.8,207.2,10822.48,18.8,189,189,390,392,290,189,392,101.002475217,0.31746031746,0.31746031746,0.153846153846,0.15306122449,0.941828013257,746.970866775,746.970866775,1541.36845525,1549.27290887,1549.27290887,49.66,1,0,1,0,0.00160556094407,0.998394439056,6.4342820856,0,0.999676689298,0.999838344649,8.03689677269,8.73004395325,0.69314718056,1.60261468709,2.29576186765,1844.8,4.01037375518,14,1,0.233333333333,0.0610485395349,0.998134798422,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-01 00:15:00,train,right_censored_at_50,124.8,33.86,33860,473775,16042.0215,58.1,58.8,45.4,46.3,52.15,208.6,11037.9,25.2,201,204,392,397,298.5,201,397,96.0221328653,0.298507462687,0.294117647059,0.15306122449,0.151133501259,0.896819835495,895.67953375,909.047885,1746.79789667,1769.07848208,1769.07848208,50,2,0,0,1,0.00147666863556,0.998523331364,6.51796665026,1,0.999704666273,0.999852333136,8.12740456269,8.82055174325,0.69314718056,1.60943791243,2.30258509299,1819.2,3.83979737217,15,1,0.25,0.0654031292301,0.997858923239,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-01 00:16:00,train,exact,125,32.75,32750,466432,15275.648,58.4,59.3,48.8,48.9,53.85,215.4,11699.7,20,206,221,387,408,305.5,206,408,92.4513385517,0.291262135922,0.27149321267,0.15503875969,0.147058823529,0.864852931811,874.106524444,937.755057778,1642.13216,1731.24010667,1731.24010667,49.76,1,0,1,0,0.00151938931298,0.998480610687,6.48944679263,0,0.999694656489,0.999847328244,8.09407314807,8.78722032863,0.69314718056,1.60462635544,2.297773536,1849.5,3.96520821899,16,1,0.266666666667,0.0697564737441,0.99756405026,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-01 00:17:00,train,right_censored_at_50,125.1,36.08,36080,463553,16724.99224,56.6,59.2,49.2,49.7,53.675,214.7,11598.93,16.9,232,188,392,407,304.75,188,407,96.1648974418,0.258620689655,0.31914893617,0.15306122449,0.14742014742,0.878250997735,1077.83283324,873.416261422,1821.16582169,1890.85328936,1890.85328936,50,2,0,0,1,0.00138580931264,0.998614190687,6.58147096875,1,0.999722838137,0.999861419069,8.19090888118,8.88405606174,0.69314718056,1.60943791243,2.30258509299,1856,4.00385716412,17,1,0.283333333333,0.0741084901954,0.997250185099,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-01 00:18:00,train,exact,125.6,33.04,33040,457977,15131.56008,53.6,57,45.9,46.5,50.75,203,10391.02,18.2,211,189,372,384,289,189,384,89.4399239713,0.284360189573,0.31746031746,0.161290322581,0.15625,0.919360829614,886.877549133,794.4069042,1563.5945416,1614.0330752,1614.0330752,49.54,1,0,1,0,0.00149939467312,0.998500605327,6.50269380357,0,0.999697336562,0.999848668281,8.10288913464,8.7960363152,0.69314718056,1.60019533107,2.29334251163,1781.7,3.89037004042,18,1,0.3,0.0784590957278,0.996917333733,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-01 00:19:00,train,right_censored_at_50,123.7,31.8,31800,456578,14519.1804,58.5,55.8,48.1,45.4,51.95,207.8,10910.66,20.8,208,193,385,401,296.75,193,401,96.561832522,0.288461538462,0.310880829016,0.155844155844,0.149625935162,0.904812458483,838.885978667,778.389393667,1552.74568167,1617.27537233,1617.27537233,50,2,0,0,1,0.00157232704403,0.998427672956,6.45519856334,1,0.999685534591,0.999842767296,8.06463647577,8.75778365633,0.69314718056,1.60943791243,2.30258509299,1808.7,3.96142608711,19,1,0.316666666667,0.0828082075122,0.996565502498,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-01 00:20:00,train,exact,123,39.01,39010,472554,18434.33154,56.6,55.5,49.7,48.2,52.5,210,11077.14,14.2,199,178,394,383,288.5,178,394,100.350635275,0.301507537688,0.337078651685,0.152284263959,0.156657963446,0.94752841678,1019.00888235,911.4752817,2017.5351741,1961.20804995,2017.5351741,49.87,1,0,1,0,0.00127839015637,0.998721609844,6.66215368294,0,0.999743655473,0.999871827736,8.26898820951,8.96213539007,0.69314718056,1.60683452656,2.29998170712,1861.3,3.93880910965,20,1,0.333333333333,0.0871557427477,0.996194698092,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-01 00:21:00,train,right_censored_at_50,126.2,34.8,34800,462980,16111.704,58.3,64,50.1,49,55.35,221.4,12405.9,23.2,217,233,382,400,308,217,400,83.435603911,0.276497695853,0.257510729614,0.157068062827,0.15,0.841076488293,971.177713333,1042.78528667,1709.63081333,1790.18933333,1790.18933333,50,2,0,0,1,0.0014367816092,0.998563218391,6.54534966033,1,0.999712643678,0.999856321839,8.15478757277,8.84793475333,0.69314718056,1.60943791243,2.30258509299,1884.3,4.06993822627,21,1,0.35,0.0915016186634,0.995804927575,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-01 00:22:00,train,exact,126.5,35.55,35550,444619,15806.20545,57.9,59,46.4,45.9,52.3,209.2,11093.18,24.6,204,212,395,389,300,204,395,92.0679097189,0.294117647059,0.283018867925,0.151898734177,0.154241645244,0.883276894405,895.6849755,930.8098765,1734.29198687,1707.94831112,1734.29198687,49.72,1,0,1,0,0.00139859353024,0.99860140647,6.57228816859,0,0.999718706048,0.999859353024,8.17611034224,8.8692575228,0.69314718056,1.60382217365,2.29696935421,1808.5,4.06752747858,22,1,0.366666666667,0.0958457525202,0.995396198367,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-01 00:23:00,train,right_censored_at_50,126.3,31.84,31840,456117,14522.76528,58.6,61.8,50.2,51.4,55.5,222,12415.2,18.8,208,202,415,372,299.25,202,415,95.4918190213,0.288461538462,0.29702970297,0.144578313253,0.161290322581,0.891359877265,839.093105067,814.888496267,1674.15210867,1500.6857456,1674.15210867,50,2,0,0,1,0.00157035175879,0.998429648241,6.45645563453,1,0.999685929648,0.999842964824,8.06589354696,8.75904072752,0.69314718056,1.60943791243,2.30258509299,1927.3,4.22545092597,23,1,0.383333333333,0.100188061612,0.994968518251,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-01 00:24:00,train,right_censored_at_50,125.4,34.06,34060,454705,15487.2523,61.2,56.4,48.6,46.3,53.125,212.5,11432.05,22.7,206,195,377,394,293,195,394,92.7766134325,0.291262135922,0.307692307692,0.159151193634,0.152284263959,0.910389901208,886.214992722,838.892832917,1621.85947697,1694.99372394,1694.99372394,50,2,0,0,1,0.0014679976512,0.998532002349,6.52385594879,1,0.99970640047,0.999853200235,8.13329386122,8.82644104178,0.69314718056,1.60943791243,2.30258509299,1864.5,4.10046073828,24,1,0.4,0.104528463268,0.994521895368,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-01 00:25:00,train,exact,126.4,35.71,35710,457265,16328.93315,57,60.6,47.1,47.5,53.05,212.2,11396.02,23,219,237,368,403,306.75,219,403,79.9699162185,0.27397260274,0.253164556962,0.163043478261,0.14888337469,0.839064012652,993.343433292,1074.98809904,1669.17983311,1827.93334985,1827.93334985,49.79,1,0,1,0,0.00139428731448,0.998605712686,6.57537187993,0,0.999719966396,0.999859983198,8.18060094759,8.87374812815,0.69314718056,1.60522906766,2.29837624822,1783.3,3.89992673832,25,1,0.416666666667,0.108866874852,0.994056338222,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-01 00:26:00,train,exact,126.3,32.58,32580,466204,15188.92632,57.2,57.2,47.9,47.6,52.475,209.9,11103.85,18.9,220,218,405,398,310.25,218,405,91.286294152,0.272727272727,0.275229357798,0.148148148148,0.150753768844,0.846858547518,928.212164,919.7738716,1708.754211,1679.2201876,1708.754211,49.92,1,0,1,0,0.00153222836096,0.998467771639,6.48103215809,0,0.999693063229,0.999846531614,8.08886878916,8.78201596972,0.69314718056,1.60783663107,2.30098381163,1784.3,3.82729448911,26,1,0.433333333333,0.113203213768,0.993571855677,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-01 00:27:00,train,right_censored_at_50,126.4,36.41,36410,460907,16781.62387,54.8,58.1,49.7,46.4,52.25,209,11001.7,16.8,200,209,416,380,301.25,200,416,97.6354827919,0.3,0.287081339713,0.144230769231,0.157894736842,0.889206845786,932.312437222,974.266496897,1939.20986942,1771.39363072,1939.20986942,50,2,0,0,1,0.00137324910739,0.998626750893,6.59057573574,1,0.999725350179,0.999862675089,8.20001364818,8.89316082874,0.69314718056,1.60943791243,2.30258509299,1806.4,3.9192288249,27,1,0.45,0.117537397458,0.993068456955,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-01 00:28:00,train,right_censored_at_50,124,33.99,33990,461217,15676.76583,57.7,57.5,49.6,51.7,54.125,216.5,11768.59,13.9,203,225,395,394,304.25,203,395,90.5852499031,0.295566502463,0.266666666667,0.151898734177,0.152284263959,0.866416167266,883.995406525,979.797864375,1720.08958412,1715.73492695,1720.08958412,50,2,0,0,1,0.0014710208885,0.998528979112,6.52179863726,1,0.999705795822,0.999852897911,8.1312365497,8.82438373026,0.69314718056,1.60943791243,2.30258509299,1842.2,3.99421530429,28,1,0.466666666667,0.121869343405,0.992546151641,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-01 00:29:00,train,exact,123.6,34.78,34780,472405,16430.2459,58.9,56.4,49.9,46.2,52.85,211.4,11274.62,19.2,202,215,391,389,299.25,202,391,90.8690678944,0.29702970297,0.279069767442,0.153452685422,0.154241645244,0.883793801078,921.919353278,981.250796806,1784.50726303,1775.37934864,1784.50726303,49.66,1,0,1,0,0.00142783208741,0.998572167913,6.55159800783,0,0.999712478436,0.999856239218,8.15421269491,8.84735987547,0.69314718056,1.60261468709,2.29576186765,1828.1,3.86977275854,29,1,0.483333333333,0.126198969136,0.99200494968,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-01 00:30:00,train,right_censored_at_50,124.7,34.02,34020,456391,15526.42182,57.2,56.4,46.7,51.5,52.95,211.8,11285.94,15.4,213,204,383,400,300,204,400,91.7523841652,0.281690140845,0.294117647059,0.156657963446,0.15,0.88246575135,918.64662435,879.8305698,1651.83876585,1725.15798,1725.15798,50,2,0,0,1,0.00146972369195,0.998530276308,6.52268086052,1,0.999706055262,0.999853027631,8.13211877296,8.82526595352,0.69314718056,1.60943791243,2.30258509299,1821.2,3.99043802354,30,1,0.5,0.13052619222,0.991444861374,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-01 00:31:00,train,exact,125.2,40.17,40170,476941,19158.71997,59,58.1,48.5,47.5,53.275,213.1,11465.11,21.1,221,203,397,403,306,203,403,94.2390577202,0.27149321267,0.295566502463,0.151133501259,0.14888337469,0.867076591082,1176.13253149,1080.33893164,2112.78106336,2144.71226331,2144.71226331,49.7,1,0,1,0,0.00123724172268,0.998762758277,6.69487079425,0,0.999751058003,0.999875529002,8.29829063436,8.99143781492,0.69314718056,1.60341984011,2.29656702067,1814.7,3.80487313944,31,1,0.516666666667,0.134850930274,0.990865897387,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-01 00:32:00,train,right_censored_at_50,124.9,35.52,35520,456722,16222.76544,57.8,57,47.6,47.5,52.475,209.9,11111.85,19.7,213,203,390,375,295.25,203,390,87.4824982496,0.281690140845,0.295566502463,0.153846153846,0.16,0.891102797154,959.8469552,914.783717867,1757.466256,1689.8714,1757.466256,50,2,0,0,1,0.00140765765766,0.998592342342,6.56582819168,1,0.999718468468,0.999859234234,8.17526610411,8.86841328467,0.69314718056,1.60943791243,2.30258509299,1813.5,3.9706867635,32,1,0.533333333333,0.13917310096,0.990268068742,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-01 00:33:00,train,exact,122.5,32.93,32930,462872,15242.37496,55.5,58.4,48.5,46.8,52.3,209.2,11033.3,18.6,184,198,401,392,293.75,184,401,102.918353562,0.326086956522,0.30303030303,0.149625935162,0.15306122449,0.931804419204,779.054720178,838.3306228,1697.83121082,1659.72527342,1697.83121082,49.7,1,0,1,0,0.00150926207106,0.998490737929,6.49613444227,0,0.999696325539,0.99984816277,8.09955428238,8.79270146294,0.69314718056,1.60341984011,2.29656702067,1851.9,4.00089009489,33,1,0.55,0.143492621991,0.98965138682,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-01 00:34:00,train,exact,127.9,37.65,37650,459974,17318.0211,58.8,56.5,47.1,49.4,52.95,211.8,11308.46,18.8,220,224,370,380,298.5,220,380,76.5947126113,0.272727272727,0.267857142857,0.162162162162,0.157894736842,0.860641314589,1058.32351167,1077.56575733,1779.90772417,1828.01333833,1828.01333833,49.87,1,0,1,0,0.00132456839309,0.998675431607,6.62666861367,0,0.99973439575,0.999867197875,8.23350314023,8.92665032079,0.69314718056,1.60683452656,2.29998170712,1816.3,3.94870144834,34,1,0.566666666667,0.14780941113,0.989015863362,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-01 00:35:00,train,exact,124.9,32.56,32560,463276,15084.26656,57.7,59.6,51.3,52,55.15,220.6,12217.14,14,194,204,395,393,296.5,194,395,97.5666438902,0.309278350515,0.294117647059,0.151898734177,0.152671755725,0.907966487477,812.874364622,854.775105067,1655.07924756,1646.69909947,1655.07924756,49.99,1,0,1,0,0.00153531941032,0.99846468059,6.47901683469,0,0.999692874693,0.999846437346,8.08825472712,8.78140190768,0.69314718056,1.60923789243,2.30238507299,1929.6,4.16511971266,35,1,0.583333333333,0.15212338619,0.988361510468,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-01 00:36:00,train,right_censored_at_50,125.6,36.15,36150,465911,16842.68265,58.4,57.2,48,46.9,52.625,210.5,11186.01,20.7,202,227,381,374,296,202,381,82.0152424858,0.29702970297,0.264317180617,0.157480314961,0.160427807487,0.879255006034,945.061637583,1062.02471154,1782.51724712,1749.76758642,1782.51724712,50,2,0,0,1,0.00138312586445,0.998616874136,6.58340922216,1,0.999723374827,0.999861687414,8.19284713459,8.88599431515,0.69314718056,1.60943791243,2.30258509299,1815.5,3.89666696,36,1,0.6,0.15643446504,0.987688340595,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-01 00:37:00,train,right_censored_at_50,127.2,30.75,30750,465890,14326.1175,57,61.4,47.8,47.5,53.425,213.7,11560.05,23.1,213,201,402,390,301.5,201,402,94.6902846125,0.281690140845,0.298507462687,0.149253731343,0.153846153846,0.883297488721,847.62861875,799.87489375,1599.7497875,1551.9960625,1599.7497875,50,2,0,0,1,0.00162601626016,0.99837398374,6.42162226781,1,0.999674796748,0.999837398374,8.03106018024,8.7242073608,0.69314718056,1.60943791243,2.30258509299,1859.1,3.99042692481,37,1,0.616666666667,0.160742565604,0.98699636656,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-01 00:38:00,train,right_censored_at_50,121.8,32.34,32340,456460,14761.9164,56.9,58.1,49,51,53.75,215,11615.22,15,210,203,377,394,296,203,394,89.7357230984,0.285714285714,0.295566502463,0.159151193634,0.152284263959,0.892716245771,861.11179,832.408063667,1545.90068967,1615.60973933,1615.60973933,50,2,0,0,1,0.00154607297464,0.998453927025,6.4720371277,1,0.999690785405,0.999845392703,8.08147504014,8.7746222207,0.69314718056,1.60943791243,2.30258509299,1863.7,4.08294264558,38,1,0.633333333333,0.165047605861,0.986285601537,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
